seismic,seismoacoustic,shift,genergy,gpuls,gdenergy,gdpuls,hazard,nbumps,nbumps2,nbumps3,nbumps4,nbumps5,energy,class,log_genergy,log_gpuls,log_gdenergy,log_gdpuls,log_energy,genergy_S,gpuls_S,gdenergy_S,gdpuls_S,energy_S
0.0,0.0,1.0,144880,361,-46,-52,0.0,1,0,1,0,0,2000,0,11.883661092557295,5.8888779583328805,3.9318256327243257,3.80666248977032,7.601402334583733,1.1529570717629662,-0.03991021017981323,-0.7140366238838695,-0.9602949944799671,0.9631848084973409
0.0,0.0,1.0,477750,1132,86,60,0.0,3,3,0,0,0,1500,0,13.07684286210252,7.0317412587631285,5.209486152841421,5.056245805348308,7.313886831633462,1.9448438038989893,0.8727703549833278,0.8615126583693624,0.743728985455668,0.9267532985653858
0.0,0.0,0.0,71840,255,54,28,0.0,1,0,1,0,0,6000,0,11.182196702976082,5.541263545158426,5.017279836814924,4.8283137373023015,8.699681400989514,0.6874116223156658,-0.3175120186861126,0.6244931070159784,0.43290400491640524,1.1023493554704513
0.0,0.0,1.0,127360,351,-54,-53,0.0,1,1,0,0,0,700,1,11.75477300107821,5.860786223465865,3.7612001156935615,3.784189633918261,6.55250788703459,1.0674170709200743,-0.06234402220719075,-0.9244437755952407,-0.9909406383455245,0.8302778588151583
0.0,0.0,1.0,514800,1369,95,94,0.0,7,4,2,1,0,15700,0,13.151533754704108,7.221835825288449,5.2574953720277815,5.25227342804663,9.66147968357552,1.9944143960520502,1.0245782014208296,0.9207153101220169,1.011046711007413,1.224220222693322
0.0,0.0,0.0,69440,266,41,30,0.0,0,0,0,0,0,0,0,11.148218349334233,5.583496308781699,4.927253685157205,4.844187086458591,0.0,0.6648609865989789,-0.28378530565089694,0.5134772022470491,0.45455007466382147,0.0
0.0,0.0,0.0,28460,117,-45,-45,0.0,0,0,0,0,0,0,0,10.256254871643844,4.762173934797756,3.951243718581428,3.951243718581428,0.0,0.07288576407932855,-0.9396861191485372,-0.6900911776928225,-0.7631333663825786,0.0
0.0,0.0,0.0,23220,112,-53,-45,0.0,0,0,0,0,0,0,0,10.052769255251883,4.718498871295094,3.784189633918261,3.951243718581428,0.0,-0.06216286297330445,-0.9745646401633771,-0.8960942113972694,-0.7631333663825786,0.0
0.0,0.0,0.0,16630,81,-65,-59,0.0,0,0,0,0,0,0,0,9.718963572186974,4.394449154672439,3.4657359027997265,3.6375861597263857,0.0,-0.2837018591913363,-1.233347889565803,-1.2887959812294367,-1.190859949407452,0.0
0.0,0.0,0.0,8750,47,-80,-75,0.0,0,0,0,0,0,0,0,9.07680897935166,3.8501476017100575,2.833213344056216,3.091042453358316,0.0,-0.709884788754794,-1.6680223154484646,-2.068792269559596,-1.9361672611518577,0.0
0.0,0.0,0.0,20150,64,-51,-62,0.0,1,0,1,0,0,5000,0,9.91095956737483,4.158883083359672,3.828641396489095,3.555348061489413,8.517393171418904,-0.15627862402871406,-1.421468879204772,-0.841278443428678,-1.3030058861474003,1.079251347265903
0.0,0.0,0.0,15590,82,-59,-48,0.0,0,0,0,0,0,0,0,9.654384962051822,4.406719247264253,3.6375861597263857,3.8918202981106265,0.0,-0.326561166843433,-1.2235491016993232,-1.0768785393951874,-0.8441675256816784,0.0
0.0,0.0,1.0,102720,265,-64,-66,0.0,2,1,1,0,0,2700,0,11.539762118923788,5.579729825986222,3.49650756146648,3.4339872044851463,7.901377353792616,0.9247193955207561,-0.28679318563545775,-1.2508498570729971,-1.4685025024855878,1.001195081959141
0.0,0.0,1.0,250030,687,-8,-5,0.0,0,0,0,0,0,0,0,12.42933618964496,6.532334292222349,4.48863636973214,4.5217885770490405,0.0,1.515108824723,0.47394835037677857,-0.027404499598497774,0.01490368671947797,0.0
0.0,0.0,0.0,39510,204,12,40,0.0,1,0,1,0,0,5000,0,10.584309083405437,5.318119993844216,4.691347882229144,4.919980925828125,8.517393171418904,0.29060764380127674,-0.49571249327418704,0.22256955296896508,0.5579081446756122,1.079251347265903
0.0,1.0,0.0,64200,198,86,35,0.0,1,1,0,0,0,500,0,11.069758489678051,5.288267030694535,5.209486152841421,4.882801922586371,6.2166061010848646,0.612789019483134,-0.5195528066948629,0.8615126583693624,0.507208113485815,0.7877152521890194
0.0,1.0,1.0,309010,983,15,38,1.0,2,1,1,0,0,1800,0,12.641128917815776,6.890609120147166,4.718498871295094,4.90527477843843,7.496097345175956,1.6556706868651645,0.7600634722037276,0.2560508421391134,0.5378537573513723,0.9498414592583351
0.0,1.0,0.0,59060,264,65,85,1.0,1,0,1,0,0,6000,0,10.986309155297914,5.575949103146316,5.087596335232384,5.204006687076795,8.699681400989514,0.5574056551140988,-0.2898124375940705,0.7112040187705617,0.9452266228063337,1.1023493554704513
0.0,1.0,0.0,66510,215,93,50,1.0,1,1,0,0,0,300,0,11.105107591278466,5.3706380281276624,5.247024072160486,4.990432586778736,5.707110264748875,0.6362493884434864,-0.4537720536844056,0.9078026085628706,0.653981226149661,0.7231562895198836
0.0,1.0,1.0,248900,739,-9,0,1.0,1,1,0,0,0,400,0,12.424806488355683,6.6052979209482015,4.477336814478207,4.574710978503383,5.993961427306569,1.512102568305853,0.5322164615995248,-0.041338565721541876,0.0870725769645171,0.7595036199089549
0.0,1.0,0.0,51620,186,51,34,0.0,1,0,1,0,0,7000,0,10.851664473272605,5.225746673713202,4.997212273764115,4.875197323201151,8.853808274977197,0.4680451402537731,-0.5694810130887888,0.5997467568991438,0.4968379208394576,1.1218789971170608
0.0,1.0,0.0,45150,140,24,-4,0.0,0,0,0,0,0,0,0,10.717745558845133,4.941642422609304,4.795790545596741,4.532599493153256,0.0,0.37916630031172943,-0.7963641655753027,0.3513632041106253,0.029646249345752353,0.0
0.0,1.0,0.0,60460,191,56,29,0.0,0,0,0,0,0,0,0,11.00973726833345,5.25227342804663,5.030437921392435,4.836281906951478,0.0,0.5729543437928528,-0.5482969807308833,0.640719021791857,0.4437699887920875,0.0
0.0,0.0,0.0,18330,91,-57,-43,0.0,1,0,1,0,0,4000,0,9.816294340833752,4.51085950651685,3.688879454113936,3.9889840465642745,8.294299608857235,-0.21910571274722762,-1.140383607947696,-1.013626124622833,-0.7116678713718197,1.0509828356315012
0.0,0.0,0.0,50580,134,15,-18,0.0,0,0,0,0,0,0,0,10.831311520223956,4.897839799950911,4.718498871295094,4.3694478524670215,0.0,0.4545373630731383,-0.8313445542083434,0.2560508421391134,-0.19283936216114628,0.0
0.0,0.0,1.0,269070,767,-1,4,0.0,2,2,0,0,0,800,0,12.502726847780158,6.642486801367256,4.564348191467836,4.61512051684126,6.68586094706836,1.5638164817819449,0.5619151739353478,0.06595966444628985,0.142178004099658,0.8471752201095062
0.0,0.0,0.0,37360,171,-21,0,0.0,1,0,1,0,0,4000,0,10.52835589234278,5.14166355650266,4.330733340286331,4.574710978503383,8.294299608857235,0.25347282431767265,-0.6366290498728078,-0.22212289371946034,0.0870725769645171,1.0509828356315012
0.0,0.0,1.0,372770,975,37,32,0.0,3,3,0,0,0,1400,0,12.828716886452517,6.882437470997847,4.897839799950911,4.859812404361672,7.244941546337007,1.78016841827821,0.7535376651705437,0.4772054187839363,0.4758579106992694,0.918017140618196
0.0,0.0,0.0,44180,203,-10,13,0.0,0,0,0,0,0,0,0,10.696027476974107,5.313205979041787,4.465908118654584,4.700480365792417,0.0,0.3647525191762165,-0.4996367822118163,-0.055431881761666295,0.25858099037766824,0.0
0.0,0.0,0.0,32070,138,-36,-23,0.0,0,0,0,0,0,0,0,10.3756762926872,4.927253685157205,4.110873864173311,4.30406509320417,0.0,0.1521429579711756,-0.8078548845657731,-0.4932429873063646,-0.28200011540529757,0.0
0.0,0.0,0.0,31540,121,-32,-30,0.0,0,0,0,0,0,0,0,10.359011860517027,4.795790545596741,4.174387269895637,4.204692619390966,0.0,0.14108316551459985,-0.9128401898660616,-0.41492132108621954,-0.4175117505337662,0.0
0.0,0.0,0.0,46380,133,6,-16,0.0,1,0,1,0,0,5000,0,10.744623610809525,4.890349128221754,4.634728988229636,4.394449154672439,8.517393171418904,0.3970046324749646,-0.8373265386719667,0.15274986581550914,-0.15874574234681352,1.079251347265903
0.0,0.0,0.0,18160,78,-57,-48,0.0,0,0,0,0,0,0,0,9.806976652155283,4.356708826689592,3.688879454113936,3.8918202981106265,0.0,-0.22528964400312113,-1.2634869830688145,-1.013626124622833,-0.8441675256816784,0.0
0.0,0.0,0.0,147520,472,-2,-6,0.0,0,0,0,0,0,0,0,11.90171903879042,6.156978985585555,4.553876891600541,4.51085950651685,0.0,1.1649417067922856,0.174192908698597,0.05304696288714368,0.0,0.0
0.0,0.0,1.0,202640,588,-33,-41,0.0,2,1,1,0,0,4300,0,12.219186284675557,6.376726947898627,4.158883083359672,4.02535169073515,8.366602832783736,1.375637265776583,0.34968169581936576,-0.4340403355537091,-0.6620742692579238,1.06014448289421
0.0,0.0,1.0,259110,1409,-11,46,0.0,1,1,0,0,0,900,0,12.46500796094244,7.25063551189868,4.454347296253507,4.962844630259907,6.803505257608338,1.538783341987064,1.0475773774745638,-0.06968812991951312,0.6163602537187337,0.8620821027780783
0.0,0.0,0.0,40210,193,-71,-59,0.0,1,0,1,0,0,5000,0,10.60187099989132,5.262690188904886,3.258096538021482,3.6375861597263857,8.517393171418904,0.3022630755309725,-0.5399782472623198,-1.54484682336855,-1.190859949407452,1.079251347265903
0.0,0.0,0.0,59210,175,-54,-61,0.0,0,0,0,0,0,0,0,10.988845725525822,5.1647859739235145,3.7612001156935615,3.58351893845611,0.0,0.5590891172318426,-0.6181636909872275,-0.9244437755952407,-1.264590000396826,0.0
0.0,0.0,1.0,590510,1780,23,-6,0.0,1,1,0,0,0,800,0,13.288741849277178,7.484368643286131,4.787491742782046,4.51085950651685,6.68586094706836,2.0854761876477195,1.2342345974340645,0.3411295210528939,0.0,0.8471752201095062
0.0,0.0,0.0,75930,305,-38,-27,0.0,1,0,1,0,0,6000,0,11.23756714220728,5.720311776607412,4.07753744390572,4.248495242049359,8.699681400989514,0.7241596830880334,-0.1745256781423206,-0.5343518516709632,-0.3577792633410654,1.1023493554704513
0.0,0.0,0.0,73030,240,25,7,0.0,0,0,0,0,0,0,0,11.198625594614157,5.480638923341991,4.804021044733257,4.6443908991413725,0.0,0.6983150920500807,-0.36592630767535134,0.3615126583693624,0.18209325642375396,0.0
0.0,0.0,1.0,317360,1068,-36,-44,0.0,0,0,0,0,0,0,0,12.667792055188212,6.97354301952014,4.110873864173311,3.970291913552122,0.0,1.6733663852585452,0.8262937537451976,-0.4932429873063646,-0.7371578427020801,0.0
0.0,0.0,1.0,227990,734,-52,-59,0.0,2,1,1,0,0,4300,0,12.337057047325592,6.598509028614515,3.80666248977032,3.6375861597263857,8.366602832783736,1.4538653240923698,0.5267949119797165,-0.8683817702985596,-1.190859949407452,1.06014448289421
0.0,0.0,0.0,96080,433,60,92,0.0,0,0,0,0,0,0,0,11.472936456753866,6.07073772800249,5.056245805348308,5.241747015059643,0.0,0.8803687721796577,0.10532140002239725,0.6725440585703456,0.9966921178170938,0.0
0.0,0.0,1.0,210960,773,-44,-35,0.0,1,0,1,0,0,5000,0,12.259423821027168,6.650279048587422,3.970291913552122,4.127134385045092,8.517393171418904,1.4023419741319803,0.5681379939297557,-0.6666018630887005,-0.5232758796792539,1.079251347265903
0.0,0.0,0.0,24900,159,-57,-29,0.0,0,0,0,0,0,0,0,10.1226230824528,5.068904202220232,3.688879454113936,4.219507705176107,0.0,-0.015802517583170576,-0.6947340293243239,-1.013626124622833,-0.3973088067780654,0.0
0.0,0.0,1.0,302440,1250,-16,9,0.0,2,2,0,0,0,600,0,12.619638189672209,7.1308988302963465,4.394449154672439,4.663439094112067,6.398594934535208,1.6414077950617478,0.9519567182107341,-0.14355162690516418,0.20806878010425311,0.8107753234732376
0.0,0.0,0.0,46160,250,-16,15,0.0,1,0,1,0,0,6000,0,10.739868901181982,5.521460917862246,4.394449154672439,4.718498871295094,8.699681400989514,0.3938490433054741,-0.3333262224194798,-0.14355162690516418,0.28315235354840873,1.1023493554704513
0.0,1.0,1.0,436650,1232,23,6,0.0,0,0,0,0,0,0,0,12.98688723784188,7.116394144093465,4.787491742782046,4.634728988229636,0.0,1.8851423676625267,0.9403734035691874,0.3411295210528939,0.1689175620299907,0.0
0.0,1.0,0.0,58230,279,8,27,0.0,0,0,0,0,0,0,0,10.972155964831163,5.631211781821365,4.653960350157523,4.820281565605037,0.0,0.5480125148281175,-0.24568014916851222,0.1764650530699904,0.42195074312707986,0.0
0.0,1.0,0.0,36380,222,-32,-2,0.0,1,0,1,0,0,4000,0,10.501774452072114,5.402677381872279,4.174387269895637,4.553876891600541,8.294299608857235,0.23583134637300895,-0.42818570799276406,-0.41492132108621954,0.058661679315739956,1.0509828356315012
0.0,1.0,1.0,169370,644,-53,-45,0.0,0,0,0,0,0,0,0,12.039840949885168,6.467698726104354,3.784189633918261,3.951243718581428,0.0,1.2566099769627985,0.4223309565974848,-0.8960942113972694,-0.7631333663825786,0.0
0.0,1.0,0.0,96600,383,87,70,0.0,0,0,0,0,0,0,0,11.47833402020061,5.948034989180646,5.214935757608986,5.117993812416755,0.0,0.8839510083388373,0.007332073588670503,0.8682328479227761,0.8279331225037057,0.0
0.0,0.0,1.0,233810,839,-31,-24,0.0,0,0,0,0,0,0,0,12.362264098705085,6.732210706467206,4.189654742026425,4.290459441148391,0.0,1.470594652391862,0.6335678942427002,-0.39609421139726997,-0.30055378611831013,0.0
0.0,0.0,1.0,149050,697,-54,-35,0.0,1,0,1,0,0,6000,0,11.912037099106218,6.546785410760524,3.7612001156935615,4.127134385045092,8.699681400989514,1.1717895612215183,0.48548888635312487,-0.9244437755952407,-0.5232758796792539,1.1023493554704513
0.0,0.0,0.0,63550,325,15,35,0.0,0,0,0,0,0,0,0,11.0595822766176,5.783825182329737,4.718498871295094,4.882801922586371,0.0,0.6060353057476052,-0.12380443177080343,0.2560508421391134,0.507208113485815,0.0
0.0,0.0,1.0,194580,697,-35,-32,0.0,0,0,0,0,0,0,0,12.17859866852942,6.546785410760524,4.127134385045092,4.174387269895637,0.0,1.3487002176792038,0.48548888635312487,-0.4731912978433066,-0.45883836046572146,0.0
0.0,0.0,0.0,46020,267,-18,6,0.0,1,0,1,0,0,5000,0,10.736831363589356,5.58724865840025,4.3694478524670215,4.634728988229636,8.517393171418904,0.39183310090729173,-0.2807887122969419,-0.1743820260017347,0.1689175620299907,1.079251347265903
0.0,0.0,0.0,104390,331,91,29,0.0,0,0,0,0,0,0,0,11.555889164402345,5.802118375377063,5.236441962829949,4.836281906951478,0.0,0.9354225370445249,-0.10919564893318308,0.8947532621222961,0.4437699887920875,0.0
0.0,0.0,1.0,285750,791,1,-19,0.0,0,0,0,0,0,0,0,12.562872581657055,6.673297967767654,4.584967478670572,4.356708826689592,0.0,1.603733793517149,0.5865207000320075,0.09138637415621101,-0.21021123735757355,0.0
0.0,0.0,0.0,26510,106,-55,-60,0.0,0,0,0,0,0,0,0,10.18527729928307,4.663439094112067,3.737669618283368,3.610917912644224,0.0,0.02577961540497913,-1.018534893244602,-0.9534604492123406,-1.2272267382116326,0.0
0.0,0.0,0.0,25580,120,-54,-53,0.0,1,0,1,0,0,6000,0,10.149566075132832,4.787491742782046,3.7612001156935615,3.784189633918261,8.699681400989514,0.002078914208640734,-0.9194675406964211,-0.9244437755952407,-0.9909406383455245,1.1023493554704513
0.0,0.0,1.0,298230,916,9,-2,0.0,0,0,0,0,0,0,0,12.6056202798743,6.82001636467413,4.663439094112067,4.553876891600541,0.0,1.6321044373801479,0.703688719477571,0.18815378258702598,0.058661679315739956,0.0
0.0,0.0,0.0,39040,231,-26,-5,0.0,1,0,1,0,0,5000,0,10.57234204052703,5.442417710521793,4.262679877041316,4.5217885770490405,8.517393171418904,0.28266539835285254,-0.39644943157374446,-0.3060431397334038,0.01490368671947797,1.079251347265903
0.0,0.0,0.0,54990,182,1,-28,0.0,0,0,0,0,0,0,0,10.91490662950186,5.204006687076795,4.584967478670572,4.23410650459726,0.0,0.5100174748199552,-0.5868423749266263,0.09138637415621101,-0.37740080706184953,0.0
0.0,0.0,1.0,172120,537,-35,-41,0.0,0,0,0,0,0,0,0,12.055947186952537,6.285998094508865,4.127134385045092,4.02535169073515,0.0,1.267299308432511,0.2772264326595479,-0.4731912978433066,-0.6620742692579238,0.0
0.0,0.0,0.0,25280,158,-54,-35,0.0,1,0,1,0,0,4000,0,10.137768848260794,5.062595033026967,3.7612001156935615,4.127134385045092,8.294299608857235,-0.005750628342554551,-0.6997724762696862,-0.9244437755952407,-0.5232758796792539,1.0509828356315012
0.0,0.0,1.0,270040,717,10,-14,0.0,2,2,0,0,0,800,0,12.506325375155807,6.57507584059962,4.672828834461906,4.418840607796598,6.68586094706836,1.5662047399306518,0.5080813744350625,0.1997327571548376,-0.12548375772290862,0.8471752201095062
0.0,0.0,0.0,41120,132,-21,-43,0.0,0,0,0,0,0,0,0,10.624249900129048,4.882801922586371,4.330733340286331,3.9889840465642745,0.0,0.3171154263046578,-0.8433536706151402,-0.22212289371946034,-0.7116678713718197,0.0
0.0,0.0,0.0,22710,68,-57,-70,0.0,0,0,0,0,0,0,0,10.030560635099604,4.219507705176107,3.688879454113936,3.295836866004329,0.0,-0.07690220285136966,-1.3730545902155333,-1.013626124622833,-1.6568944941781536,0.0
0.0,0.0,0.0,13160,46,-71,-76,0.0,0,0,0,0,0,0,0,9.484937204879309,3.828641396489095,3.258096538021482,3.044522437723423,0.0,-0.4390196657243395,-1.6851969815071202,-1.54484682336855,-1.9996053858455858,0.0
0.0,0.0,0.0,19500,80,-51,-51,0.0,1,0,1,0,0,4000,0,9.87816974455184,4.382026634673881,3.828641396489095,3.828641396489095,8.294299608857235,-0.17804045974006008,-1.2432684046166984,-0.841278443428678,-0.9303229360868558,1.0509828356315012
0.0,0.0,0.0,12970,53,-65,-64,0.0,0,0,0,0,0,0,0,9.47039427731049,3.970291913552122,3.4657359027997265,3.49650756146648,0.0,-0.4486714653764177,-1.5720761262656713,-1.2887959812294367,-1.3832451321268526,0.0
0.0,0.0,1.0,166700,363,-34,-56,0.0,0,0,0,0,0,0,0,12.023951068738883,5.8944028342648505,4.143134726391533,3.713572066704308,0.0,1.2460642358392504,-0.03549809292471522,-0.45346044921234063,-1.0872399618377182,0.0
0.0,0.0,1.0,274170,997,15,34,0.0,0,0,0,0,0,0,0,12.521503630934356,6.904750769961838,4.718498871295094,4.875197323201151,0.0,1.5762781920020668,0.7713568691833445,0.2560508421391134,0.4968379208394576,0.0
0.0,1.0,0.0,56120,222,100,89,0.0,1,0,1,0,0,5000,0,10.935247534216398,5.402677381872279,5.2832037287379885,5.225746673713202,8.517393171418904,0.5235172558040582,-0.42818570799276406,0.9524176147052128,0.9748728721520861,1.079251347265903
0.0,1.0,1.0,226790,717,2,0,0.0,0,0,0,0,0,0,0,12.331779758152908,6.57507584059962,4.59511985013459,4.574710978503383,0.0,1.4503629111456098,0.5080813744350625,0.10390578860273,0.0870725769645171,0.0
0.0,1.0,1.0,134640,611,-41,-16,0.0,0,0,0,0,0,0,0,11.810359828864687,6.415096959171596,4.02535169073515,4.394449154672439,0.0,1.104308743697156,0.3803236488514962,-0.5987048035366125,-0.15874574234681352,0.0
0.0,1.0,0.0,49910,208,61,61,0.0,1,0,1,0,0,3000,0,10.817976662463655,5.337538079701318,5.062595033026967,5.062595033026967,8.006700845440367,0.44568733099518604,-0.4802053809469523,0.6803736196739923,0.7523872606451875,1.0145407756440374
